id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	biotype	symbol
ENSG00000000003.14	892.009458371685	0.00194436724050116	0.162405102294227	0.0119723285354581	0.990447692104547	0.995513812103028	protein_coding	TSPAN6
ENSG00000000419.12	353.519735117553	-0.810918500080924	0.182501582539101	-4.44335051126028	8.8568700613856e-06	9.81025288964941e-05	protein_coding	DPM1
ENSG00000000457.13	53.6895797798743	-0.299076439790023	0.399854931052469	-0.74796236475768	0.454482858602829	0.653380751150414	protein_coding	SCYL3
ENSG00000000460.16	509.142385451243	-0.125912674596793	0.180750270098725	-0.696611266627817	0.486046103064262	0.680748352545053	protein_coding	C1orf112
ENSG00000001084.10	220.799739820856	0.774957147447944	0.248534489247679	3.11810706752918	0.00182016667806146	0.0104225867486023	protein_coding	GCLC
ENSG00000001167.14	861.839226675878	0.0950759601051725	0.151503416833861	0.627549939744481	0.530298811411784	0.71682054647889	protein_coding	NFYA
ENSG00000001460.17	21.0173545517496	-1.09272891465917	0.710778916087445	-1.53736821665196	0.124203164987722	0.277398367524351	protein_coding	STPG1
ENSG00000001461.16	330.210141585913	0.210499791622167	0.214065405230328	0.983343344972885	0.325438483881928	0.530400678041867	protein_coding	NIPAL3
ENSG00000001497.16	217.974775019567	-0.690969504389052	0.218272856718802	-3.16562267418902	0.00154751392554901	0.00913020090425695	protein_coding	LAS1L
ENSG00000001561.6	650.757049885898	-0.632856531380114	0.187765143025956	-3.37046866730014	0.000750404391600479	0.00494534623209183	protein_coding	ENPP4
ENSG00000001629.9	233.90419709285	0.324409491325349	0.322049627393754	1.00732764062077	0.31377735117957	0.518670826568211	protein_coding	ANKIB1
ENSG00000001630.15	459.714045620613	-0.670750558517265	0.164518326361328	-4.07705678359571	4.56093573575341e-05	0.000427284430678798	protein_coding	CYP51A1
ENSG00000001631.15	103.652672148331	0.413787344202887	0.307433632046523	1.34594039516233	0.17832173996704	0.355927122872519	protein_coding	KRIT1
ENSG00000002016.17	63.7473830848252	0.412678961943537	0.378234377997157	1.09106677221878	0.275243502453302	0.473539455269051	protein_coding	RAD52
ENSG00000002330.13	289.796856395958	-1.69559954095296	0.222834524566875	-7.60923175728135	2.75729937025484e-14	1.23342600768442e-12	protein_coding	BAD
ENSG00000002549.12	102.934046181846	0.0948895198178911	0.358624520731496	0.264592949819333	0.791323051854412	0.895004749669459	protein_coding	LAP3
ENSG00000002586.18	1619.8452542724	-0.205581711528523	0.198532586019073	-1.03550613856797	0.300432601157334	0.503798807487677	protein_coding	CD99
ENSG00000002587.9	122.422028097066	-0.842487881462933	0.59325169187944	-1.42011880116836	0.155573097592891	0.324001277431741	protein_coding	HS3ST1
ENSG00000002822.15	31.9571217736611	-0.649703474464797	0.596088612762062	-1.0899444487864	0.275737615199695	0.474056068049698	protein_coding	MAD1L1
ENSG00000002834.17	544.579375378499	0.142871565247562	0.209847457099561	0.680835342120811	0.495975684382106	0.689363009507267	protein_coding	LASP1
ENSG00000002919.14	111.318248244095	0.267681063872095	0.282975946029359	0.945949885946573	0.344174147433529	0.548470875039548	protein_coding	SNX11
